,Review,Rating,Score
114,"A luxury hotel, different from where a normal person is used to stay. All facilities were good, from the food services to the luggage store. The room was clean, which is quite fundamental for me and is not as commonplace as one can suppose, even among many stars-hotels.My husband and I enjoyed also a poolside dinner and a breakfast and we found them really good, especially the breakfast, which was abundant, diversified and very good quality.The spectacular sight, both from the pool and from our 39thFloor-room added points to the hotel and allows, for me, the achievement of the fifth star.",50,1
115,"Among best hotels in Singapore, we have often chosen to stay at the impressive Marina Bays Sand.I especially would like to express my thanks to Mr Eric at the check in counter. I lucky have meet him 2 times. He is so helpful ❤️",50,1
116,The architecture is very unique and beautiful. It can be seen from almost anywhere in Singapore. Very huge resort. The swimming pool at the top is very impressive and so was the view. Very polite and helpful staff. From the top you can get a view of the Gardens by the Bay,50,1
117,"We stayed here for just one night last week for a stopover in Singapore. We have always wanted to stay in the hotel, but agreed that one night was enough. I must say that there were many positives with our stay:- We arrived at 9:30am when the check-in time was 3pm. We went in asking if we could just leave our bags, but they allowed us to check-in, even though our room wasn't ready we were really pleased as it allowed us to avoid the queues later on. - The room was lovely, we had a premier harbour view room which I would highly recommend. You see a lot of the city from the infinity pool, so having a harbour view allowed us a different perspective from the room, and a view of gardens by the bay and beyond. Bathroom was beautiful!- We ate our dinner at Spago by Wolfgang Puck, and had the tasting menu. It was delicious, and the waiters were very knowledgeable and attentive. Furthermore, quality of food and drinks at the pool side were great.However - there were also disappointments for us, and I do believe that the hotel is becoming a victim of it's own success. It is so large and so sought after (mainly for the infinity pool), it is hard to offer a true 5* personal service. At times, the crowds became tiresome.- The infinity pool was beautiful, and the view was everything we thought it would be - however it was packed and difficult at times to find 2 sun loungers together. It wasn't very relaxing to swim along either as you always felt you were going to ruin someones Instagram post. Even at 6am as soon as it opened the best seats were taken.- Breakfast in Spago was average - and I would not say a 5* standard, . We queued for 10minutes to get in at 7:05 in the morning (restaurant only opened at 7). This wasn't due to volume of people or lack of tables, but due to an inefficient process. Every guest we saw was asked as they entered for their room number (nothing new there), they then looked you up on a system, confirmed if your breakfast was included in the room rate, then wrote out a hand written slip with your room number and name - gave it to another waiter who would then show you to your seat. This seemed unnecessary, and slowed up the whole process.All in all, I am very pleased that we stayed here and did have a lovely time - it is well worth a stay to say you've been. However if you want a true 5* hotel, I would look elsewhere.",50,1
118,"This is one of the iconic hotels in Singapore. Must stay at least 2 nights to enjoy the upper deck observatory it gives you an awesome view of Marina area, Singapore river, Raffle’ Place, City Hall and Merlion area and of course the infinity pool exclusively to hotel guests, it’s a great way to relax with a city view evening time and early morning. Explore below The Shoppes for luxurious brands, coffee & tea shops, and the latest show at Mastercard theatre. Don’t forget to try out local food at the food court - Rasapura. There’s a laser/fountain show every night and it’s free, do check the timing online! ",30,1
119,"Stayed here again last month - the last time was couple years back?Lobby space has gone less spacious with more and more empty spaces getting popups everywhere, made the place look more crowdedWifi is actually quite terrible - for MBS standards I would have expected better. Either it's difficult / unable to connect, or just basically slow. Unless it's wee hours.Rooms are basically well-maintained, nothing much has changed, still fresh clean rooms. Still a very good choice of hotel if you're not picky about Wifi.",50,1
120,Jeremiah LMalaysia427Reviewed yesterdayRETURNVery helpful staff during checkin. Room was clean and bright Given Tower 3 . Good view. Working table was of good size. The maintenance staff was efficient when have problem with the toilet. Came to the room within 7 minutes after my call. Towels was replace and changed daily. After I check out I realize I lexft my diary in the room after 6 days. Call the hotel and was requested to have a report taken over the phone. Very efficient got an email message that my diary was found with all the cash intact. Offer to forward back to me but since I am visiting Singapore again for a business trip decided to pick it up myself. Collection was very efficient and staff handling was polite.,50,1
121,"I stayed for one night here.I decide to upgrade to Club55 area, so I got a bigger room and access to the Club55 with canapés at evening and all free drinks (incl. champagne) also amazing breakfast. Additional here should tea time for Club55 members.The hotel is really really big, so long distance from reception and depends which tower (1 or 2 or 3) you are staying.I arrived arround 6ich (pm) and no waiting time at check in. The room was not really high floor but really big and even if daily change of guest I did not see this in the room.I took a room with view into city, also they offer view to gardens and Harbour.The bathroom was amazing big with shower room and bathtub.Access to Infinity Pool until 10pm.Also you can use gym.All staff was amazing helpful (reception, house-keeping, concierge and restaurants).",50,1
122,"Yes it’s huge, yes it’s expensive but honestly I would say it’s such a unique experience that it’s worth it. The swimming pool is just incredible, we went around 9 o clock in the morning and it wasn’t too crowded with plenty of sun beds available. However it’s a different story at night when it does get extremely busy. The other side of the pool deck is a lot quieter and has jacuzzis and plenty of shady spots. Drinks at the bar were excessively expensive but you were paying for the surroundings I guess. We didn’t have the buffet breakfast so can’t comment on it but we did go to the coffee shop/ bakery in the atrium and it was very reasonable.It’s impossible to get a personal service from such a large hotel but every member of staff we met was extremely helpful, friendly and polite. There’s a lot of walking involved if you stay here, getting from your room to the taxi rank or the shopping mall can take some time even though the lifts are very fast. The city view rooms are breathtaking, especially the higher floors. ",50,1
123,Iconic hotel very good public areas staff are amazing location superb had a club floor room which was very spacious and modern plenty of light and great views.Very good transport connections with the MRT and local buses.Great selection of restaurants close by.,50,1
124,"We stayed 1 night in this hotel because I wanted to swim in the rooftop pool. It was a very expensive swim but definitely  worth it. We had a room on the 45th floor in Tower 1 facing the bay. We were able to check in early and get access to the pool even though our room was not ready. TIP, keep your swimmers in a day bag not your luggage. We stayed at the pool for 5 hours , relaxing, having drinks and poolside lunch. We eventually went down to check out our room and it was amazing, huge, a great view with floor to ceiling glass. It was so nice and relaxing we decided to have room service and just enjoy the light show on the bay.  The bathroom is huge with a lovely big bath. The service at check in and out was very good. Would I stay here again, probably not, because for me it was all about the pool and I have been there and done that, but i would certainly recommend paying the price to swim in the pool or for a special occasion.",50,1
125,Very helpful staff during checkin.  Room was clean and bright   Given Tower 3 .  Good view. Working table was of good size. The maintenance staff was efficient when have problem with the toilet. Came to the room within 7 minutes after my call.  Towels was replace and changed daily.  After I check out I realize I lexft my diary in the room after 6 days.  Call the hotel and was requested to have a report taken over the phone. Very efficient got an email message that my diary was found with all the cash intact.  Offer to forward back to me but since I am visiting Singapore again  for a business trip decided to pick it up myself.  Collection was very efficient and staff handling was polite.,50,1
126,"Great Place, really impressive architecture, walking distance to the Sky Garden and central Singapore. The pool on the cantilever roof is fantastic with bars and restraints up there as well. What an experience has to be done but 3 days is enough as its not really a holiday destination more a short city Break. Fantastic Food City wide.",50,1
127,"This hotel was there in the bucket list for its pool and the location. It is in an amazing location in Singapore and has the best views on either side of the hotel. The place is a freak for shopping, things to do and whatever else you could think of in Singapore. The infinity pool on the 57th floor is the highlight of the hotel. It is without doubt the pool with the best view in the world! The hotel is obviously expensive but it is every bit worth it. Th rooms are huge and comfortable.",50,1
128,"We booked and paid for accommodation for 2 adults & 3 children. Upon arrival we were told the rooms could only take maximum of 4 people. They offered us a 2nd room, with one room in Tower 1 and the other in Tower 3, we objected of course, so we eventually got two rooms & on the same floor but at opposite ends of the Tower. We were then charged $110 for a trundle bed because both rooms were only doubles. So my husband & one child stayed in one room & myself & two kids in the other. Very disappointing to say the least for the money we paid to stay here - another let down was the rooftop pool which was not cool & refreshing at all it was hot like a bath & the kids didn’t want to swim in it anymore after one swim only. Money better spent elsewhere I think - we won’t be back...",50,0
129,"This Hotel is honestly amazing, the rooms are spacious, beds extremely comfy and bathrooms lovely. The location is also great with both the MBS light show and the Garden light show close by. If you get a garden view you can see the trees at night - view was amazing, we was on floor 37. Staff were helpfull and allowed us to check in at 12.00. Fantastic experience.A little pricey considering you do not get breakfast and cant use facilities after the check out but thats the only downside everything else is perfect, especially the views.Located close to mrt - must use this! Amazing and so easy to get around.",20,1
130,"This hotel had been on our radar for years, so we had to stay at least one night when we finally made it to Singapore, although it was the most expensive hotel we have ever stayed at.The room and bathroom were big, good amenities, and comfortable bed. Great view of the marina. Impressive architecture. Staff were very professional and provided excellent, attentive service.Th infinity pool was crowded, but the views were worth it. There was an adults only section of the pool which we appreciated. In addition to the pool, there are also hot tubs on the opposite side. The observation deck also had great views.Overall worth the hype, one off the bucket list, but definitely an exceptional splurge.",40,1
131,All the surroundings just superb whether you are there during the day or night. So much to see and do. Easy to get to by public transports or to walk there if you stay in hotels along Singapore River.   Is a must visit if you are in Singapore.,50,1
132,I recommend every visit to Singapore must go to sky bar ... it’s $20 per pax but you get that back in return for your drink tab ... the views are magnificent and definitely have a Singapore sling  also the sky flyer wheel is well worth it ,50,1
133,"The hotel itself is huge, comfortable, spacious, architecturally superb. The pool is amazing, nothing else like it anywhere else. Unfortunately check in took 30 minutes. The staff seem to have far too much documentation to do, with rigid protocols. You would expect a booking done by the same person at the same time for 2 rooms would automatically ensure both rooms were in the same tower, but no. This seemed to be a problem, and the poor girl & her supervisor struggled for ages to make this happen. Thankfully they did, and after that the stay was great.",50,1
134,"Dear Lynden D, Thank you for taking the time to share your feedback with us. We regret to learn about the challenges you encountered during your check-in.  I would like to take this opportunity to share that due to our high occupancy, room allocations are subject to availability at the time of check-in. The times at which guests check-out pose a challenge for our team when looking to accommodate requests for rooms to be in the same tower or on the same floor.  I am glad that our team was able to find you two rooms in the same tower and I am happy to hear that you enjoyed the rest of your stay with us.  Thank you for your patience as we continue to review ways to improve the check-in experience for our guests. ",30,1
135,We stayed at the hotel for the infinity pool which was amazing. Though it was always crowded that made it uncomfortable. Staff had great service. Buffet food was extremely delicious. Shopping centre within the same complex was convenient and had a lot to offer. I will stay again but would be great if the pool wasn't as crowded.,50,1
136,We stopped here for one night (7th October 2018) and we wished we had booked another night! The room was lovely - so big and spacious and we had a city view.  We were on floor 27 so the views were excellent.  The shower room was also very big.  Facilities were good - the mini bar had a good selection of spirits/beer.  Dressing gowns and slippers were provided and there were also tea/coffee making facilities.  We used the infinity pool which was rather crowded but we got some really good photos during the day and at night when it was empty.  We stopped in the Ce La Vie Bar for a good few hours - drinks were not cheap but the views of Singapore at night were worth paying the bar prices! I would definitely stay here again if I visit Singapore in the future.,40,1
137,"Absolutely World Class was an absolute bargain approx £100 each from just after mid day to 6pm, continual flowing champagne, - not the cheap stuff mind... The food was amazing, the view was too good to be true, and the service was definitely 5 star. We were not staying at the hotel but had a day pass, was fantastic!!! you have to go there to appreciate the view of the city...",50,1
138,"Excellent hotel, the experience when you reach your hotel room and the view to Beautiful Singapore w/ special touch of Marina Bay Sands is unique! Excellent very spacious rooms, beautiful decor, amenities and the overall experience of The many activities at Marina Bay Sands is priceless! The scent around Marina Bay Sands is so fresh, the customer service is above and beyond - it is AN Experience!! The Infinity Pool, Jacuzzi on top floor is very unique!  A must visit and you can only access it if you are a hotel guest!",50,1
139,"Where to start. What a let down Marina Bay Sands is! It’s a huge corporate hotel which frankly hasn’t been updated since it opened & was the biggest let down of our trip. Service standards not great Room wasn’t ready on arrival (despite arriving after check in time)Internal decor very worn in bars & restaurants Pool area a complete let down - over crowed. Crap (and expensive) drinks Breakfast was ok, maybe we expected more Overall thoughts. Wish we’d stayed at the Mandarin Oriental Return visit. NEVER!",50,0
140,"Hi guys, So I would like to review my stay at Marina Bay Sands.**Firstly, The check-in and Check-out-If u have small kids or old age- they will directly take you to the vip counter for the same.Try your luck by asking them for a free upgrade and most likely you are to get one.Also, higher the floor better the view, so do insist on allocating a room on the higher floor (in ur selected category of room)The suite rooms have Gardens by the bay view from the washroom andCity view from the living and the bedroom.They have 3 tower bldgs.-Does not really make a difference as to where you are allocated, but my preference would go to Tower-3.**Room view ::  Please refer the hotel website for clear understanding of each room type and view.In short,Gardens by the Bay view -  Look at the gardens by day -ordinary and at nite- the gardens are lit up but u would eventually be going there to see. So i’d Likely give it a skipHarbour view- looking at the ships and harbour all the time long don’t fancy me much.City view - During the day the city skyline wakes u up with a high and the night will send u awestruck.It’s the City view+ River view + Merlion view.U can also see the water and light show from ur room that happens at 8pm-9pm-10pm on weekends.I would advice straight opt for a CITY VIEW hands down.** Infinity Pool-The iconic infinity pool has no words to describe.It’s the best I have seen till date. We were completely mind blown. Best pictures u can take under the basking sun and get in at around sunset to late evening time to see the flamboyant city gearing up.(Follow @jurvashi on Instagram to have a look)—-NOT TO BE MISSED - being in love with the infinity pool should not make u miss the 2 smallHOTTT JACUZZI POOLS located behind.Additional small section shallow section for kids too at one end.**Food and service-Food as heard is top notch and service is impeccable.But, if u are vegetarian there’s a problem,U would have hardly any options.You can’t even have French fries coz they use the same deep fryer where both non-veg and veg are fried.Thanks to the service staff courteous enough to inform about it in detail.The only options u would opt is sandwiches and salads. The most famous Singapore Sling a must try too.**Sight seeing-Gardens by the bay is just a 9mins walk.The casino and the high end Shoppes Mall is just attached where u can splurge on the best available fashion and show your worth.A  7/11 store is located within the Shoppes mall(in case u need to stock up on something or they even have options to micro and eat frozen meals.Pocket friendly and saving time to travel to the city and back.The Helix Bridge again is a 6min walk further extending to the MERLION area a total of 22mins. Right under the hotel is the - “BAYFRONT MRT STATION” in case u need to travel someplace else and back.I am definitely coming back in here..",50,1
141,Our 2nd visit and I have figured out that this great hotel has managed the impossible - quality AND quantity. It is a great destination in itself with so much to do and with really helpful staff. It is a massive hotel but you don’t feel like you’re just a number. The sheer number of quality cafes and restaurants and the pool at the top just polishes it off nicely. Definitely looking forward to visit number 3.,40,1
142,Not sure if it’s a hotel or an attraction? You can tell it was built and design by a Vegas hotel group!Rooms are of good size and beds are comfortable.The pool is huge with amazing views but there are a lot of people so trying to get a sun bed can be a bit difficult- and this was on an overcast day!  Another one ticked off the bucket list! ,50,1
143,"We stayed here as a family of three in September. The hotel was in a great location with direct access to both Gardens by the Bay and the Shoppes at Marina Bay Sands.The check in was very smooth and we were quickly checked in as soon as we arrived around 11:00am.The staff were very pleasant and helpful.Our room was located on floor 11 facing the marina which offered a great view, especially with the floor to ceiling window. The rooms were spacious and modern, offering everything needed.The pool is definitely the main attraction here, with was fantastic. The view was great and plenty of sun loungers, as only residents have access to this area, which is highly monitored by staff. Also with an adults area only. There is also plenty of places to eat and drink on the rooftop also.Again offering a fantastic view of garden by the bay and the marina.I would highly recommend staying here if you can.",50,1
144,"It is an iconic hotel with amazing views from the very very crowed pool, it is fine but in my opinion is not worth the price.The best thing at the room was the view to the gardens, we were at the 55th floor, so that  view was amazing.Had few pricey cocktails at the rooftop (around 26 plus taxes), at least they were decent. The service not so much.I mean the room was ok, ours was with a connecting door so you could hear the neighbours. The bed comfortable and all... but nothing was worth the price, nothing special but the view. It feels like a casino hotel... wait of course it is a casino hotel.We payed around 400 usd per night and didn't include breakfast... ;(",50,1
145,"I originally wanted to go to MBS because of that infinity pool and I was willing to pay over $500AUD for the one night! Seriously seriously worth it... the views of Singapore that I got, the comfort of the hotel rooms themselves and of course that pool! I can’t wait to go again and hopefully this time be able to split the room rate with someone else. The staff were all so lovely, helpful and attentitive. You get access to the Sands Sky Deck and you can go at anytime from your room to level 57 anytime. I got lucky with an east facing balcony so I got a view of the Gardens by the Bay and the sunrise! Thanks Sands for an awesome time. ***one verry happy customer***",30,1
146,"My wife and I stopped here for a pre cruise stay. We decided at last minute to switch from a traditional hotel to this one as it is truly iconic symbol of SingaporeThe hotel has a bit of a “Vegas” feel about it. It is a huge sprawling resort in itself. However our room was extremely well equipped with a great view of Gardens by the Bay and the water. We visited the rooftop pool and restaurant, as well as the light showOverall thoroughly worthwhile and feels like we’ve stopped now in probably 1 of the top 5 hotel icons in the world",50,1
147,"As touristic as beautiful place to see.Skyline is amazing and the light show too, every night at 7 and 8pm.Don't miss the chance to have a cocktail on the wonderful bars placed at 57th floor, you will never forget it!",50,1
148,Great place to stay. very friendly staff and nothing was too much. even relocation to an other room as initially booked was no problem at all. Coming in the room the luggage was already in the room while check - in took only about 5 minutes. The room itself was very spacious with a sitting area and amazing view over the city. all amenities were present . Nothing you could wish for that was not present. Furnitire was very new and clean as also the carpet. And for the first time in any hotel enough wall outlets to charge telephones and laptop.Swimming pool at the top was impressive. Point of attention: breakfast at the top does not give you a view. We had a great stay and will be back,40,1
149,"Marina Bay sands is the crowning jewel of Singapore. The hotel is luxurious and the casino is professionally managed. The roof top swimming pool , bar and the restaurants are classy. Must visit when in Singapore!!",50,1
150,"Recently my wife, myself, my brother in law and his wife had a two-night stay at Marina Bay Sands at what was the culmination of a trip-of-a-lifetime for us. We picked Marina Bay Sands because of the perceived prestige and 5-star service we could expect there. Sadly we were mistaken.As indicated, our stay was from 30/11/2018 until 01/11/2018. The booking numbers were MB15AB4DCA94 and MBB8F5256721. I should have read the warning signs when I noticed your website says the cheapest price on the internet, but that is BEFORE you add taxes and service charges. I find this practice to be outright deceiving. But still, we wanted to stay at the world famous ""Marina Bay Sands"".On our arrival were made to wait 45 minutes to be served at the check-in counter, after travelling for the previous 10 hours. The crowd didn't seem that big but each check-in seemed to take an inordinate amount of time. Either the staff are inept or the systems are poor. It doesn't really matter to a paying customer, all I know is it was very frustrating. Whilst waiting I decided to check on why the people from LAVO restaurant had refused to answer my many booking emails over the previous few months. So I went over to their booth whilst the rest of our party waited to be served at reception. They gave no reason and told us that LAVO restaurant was not open for the public tonight. I thought this most strange but (stupidly) asked for a booking for the following evening. It was made for 7:45 but I was curtly told that the booking would only be held for 15 minutes so don't be late. I was also told about the dress rules whilst the hostess looked down her nose at the way I was attired. I really didn't take too kindly to this but as most Australians do, I just ""took it on board"". When we finally got served at reception, we were then told we couldn't have the rooms we booked, Premier Rooms - Premier King Garden View (your description). Your staff wanted to give us a double room with a city view, and tried to tell us this was an upgrade? After much arguing and insistence, it was agreed that we could, after all, have rooms with a garden view and king beds but they would be on separate floors (22 & 39). The room on the 22nd floor was, in fact, inferior and smaller to what we had booked. No compensation was offered for this downgrade.When we got to our rooms we waiting about 15 minutes for our bags to arrive. Unfortunately, the wrong bags were brought to our room and we had to wait another half an hour for your baggage people to work our where our bags were and bring them to our room. Again, only trite apologies were made and no explanation or compensation offered.We then decided to have a pre-dinner drink up on the Sky Park, Ce La Vie bar. We ordered 2 glasses of bubbly wine and two beers. We had become accustomed to paying slightly higher charges on our trip but $132 for this order is both unjustifiable and in most other civilised countries would be considered criminal. Obviously, from then on we drank and dined outside of Marina Bay Sands. This included cancelling out booking at LAVO for fear that we would once again ""be taken for a ride"" with the pricing policy.After enjoying other attractions and eateries around Singapore we booked our transfer to the airport with the concierge on the night before we were to leave at 7:45AM on 01/11/2018. This included having our bags picked up at our rooms at 07:30AM. No one arrived (as well expected) to pick up bags so we took them downstairs ourselves and waited for our ride. Our transfer had not arrived by 08:00AM and after discussing this with the concierge staff we ended up just hailing a cab that was dropping off other people at the hotel. I asked the concierge to follow up why this happened and to contact me by email. No one has bothered to do that as yet.So, I am intrigued at how (if at all) you will be able to regain my trust and custom to once again stay again at Marina Bay Sands when we travel through Singapore next January.",50,0
151,What a gorgeous and unique hotel located in the beautiful Marina Bay area of Singapore...my husband and I booked a club room for one night to kick off our 1yr anniversary vacation and it was SO worth it! From the separate club lounge check-in area to the food...overall service...rooftop bar & infinity pool...spectra light show...etc. etc. it was amazing! I felt like I had stars in my eyes from the sheer beauty of everything we experienced at this hotel. Would HIGHLY recommend and absolutely want to return!!,10,1
152,"We only got to spend 1 night here, but would do it all over again. Beautiful hotel, stunning view from our room, gorgeous bathroom, roof top pool amazing. love love love this hotel... Room service was, impeccable also, a first class hotel that everyone must experience.  Next time I will be staying longer....",50,1
153,"A very well know hotel, with the infinite ruff top pool.Much more beyond this. It’s huge, and all the spaces are occupied with incredible piece of art. There is a wall cover by a steel mash that moves with the wind.Restaurants as you like, a mall with all shops that one might wanna visit.The rooms are quite regular, but if you stay above 20 floor with a city view that can cause some impact.The service is what one expect from a hotel like this.The roof top. You gonna have your breakfast there, and is a very good breakfast. Lots of options, again, from any part of the world. Luxuriously served.The night club is in this floor to! And the famous pool. I confess that impressed me much more from outside that from inside. But it’s incredible anyway. A little crowd.",50,1
154,"It started with a 45-minute wait to be served to check in then it just got worse and worse. Screwed up our booking and could not put us on the same floor as the couple we were travelling with. Then could not offer our friends a garden view room and tried to pass off the lower grade city view as a ""free upgrade"". Eventually after much arguing both couples have garden view rooms with us on the 39th floor and the other couple in a smaller room on the 22nd floor. No offer of refund or compensation. Then the problems started! They managed to balls up all our bags and sent our bags to the other couples room and vice versa. That took another hour or so to sort out and when I complained about the service they would not reply to me and only changed the subject.We decided to meet upstairs and have a drink at a bar up on the Skydeck. Yes, this is (an alleged) 5-star hotel and we did expect higher than normal prices what following was just gobsmacking. $132 for two bubbly wines and two beers!!! You've got to kidding!!We also wanted to book into the Italian restaurant that evening but that was closed for a private function. This must have been the reason they refused to acknowledge or return any of my emails I had sent to book this place months prior to our arrival.So we decided to just do our own thing ate out away from this ""joint"" at Newton's Circus and Satay Street over the next couple of nights and also taking in Gardens by the Bay and the two magnificent conservatoriums.Stupidly we used the hotel's concierge to book our transfer back to the airport which included having our luggage picked up from our rooms 15 mins before. no one turned up to collect our bags so we took them downstairs ourselves to meet our transfer. Guess what? The transfer failed to arrive!! Ended up just grabbing a cab that was dropping someone else off.We paid $500 a night for a once in a lifetime 5-star experience and all we got was appalling service. BUT MOST ANNOYING AND INSULTING WAS THE COMPLETE LACK OF CARE OR EMPATHY ANYONE SHOWED ABOUT OUR PROBLEMS.Our advice - look somewhere else - don't bother.P.S. - Still waiting for someone to reply to my email detailing our experience.",40,0
155,"Dear Wozzlegummich, I appreciate you taking the time to share your feedback on TripAdvisor. I regret to hear about the challenges you encountered during your stay with us. Our team is in receipt of your email and a representative will be in touch with you directly. Thank you.",10,1
156,"You should stay at least a  night to use all facilities and experience the giant superb service. So organised and perfect, everything is perfect. Yes, a lot of people around the pool (and we all there for the same reason ;) )  , but all worth it! Plenty of places to eat, and great if you watch a video on youtube how this hotel was build, how restaurants function with the help of most famous chefs. Didnt take breakfast as used a coffee shop 'Sweetspot' which is great and has everything you may want, plus delicious desserts. Pool can use with cards of the room and kids area is separate from adults. Can be chilly on a cloudy day as I dont think its heated..  Use some of the bars around the pool for a lovely experience. We had a room over 30th floor overlooking the Gardens, so we could even watch shows from our balcony. JUST STAY ONCE! its all worth it :)",40,1
157,"One of the most exceptional resorts we’ve ever visited worldwide. Our stay at the Marina Bay Executive Suite was full of luxury, comfort and upper class facilities.No need to say that the views from the both sides of the suite were just stunning. Unique Singapore skyline view from our bedroom and living room; Uninterrupted harbour and ocean view from our floor to ceilings windows in the bathroom.If you choose a club room or a suite, then the access to Club55 Bar-Restaurant will transform this place to your everyday afternoon addiction.Canapés & Champagne at their best...",50,1
158,"Definitely loved this hotel very super high service and standard how to deal with the guest, the hotel is really spectacular we got a super club room in the tower 2 and view with the city floor 40 that’s all, our check-in very high style and very friendly too that is the more important.With the infinity pool upstairs access and few free drinks from 5pm to 7pm was the perfect hotel for enjoy high quality with view and nice atmosphere. Will definitely come back to Singapore just for stay in the hotel. ",50,1
159,"Marina Bay Sands, Singapore needs no Introduction for it awe inspiring architecture.I have had a stay at this place last year when I visited Singapore. We got our room on the 20th floor and I must say I was amazed with the view of the room. The rooms is neatly designed with twin bed and comfort cushion. All the amenities of the room were available as promised on the website. Room service was excellent, security for the guest is impressive.There is an inifinity pool on the 57th floor of the Hotel which gives beautiful panaromic view of the city.I would be looking forward for a stay here again when I am in Singapore in the future.",50,1
160,"A Luxury hotel with infinity pool. My advise is to go to the infinity pool earlier to avoid the peak hour to enjoy the view, it can be really crowded during peak hour. Not a pool to swim but a pool to see Singapore's skyline.",50,1
161,I had a great experience at Marina Bay Sands. The room where I stayed was admirably clean and the staff were kind and helpful. I loved the breakfast buffet with varieties of food. The infinity pool was extraordinarily superb. The Marina Bay Sands is a place where you have to stay at if you love traveling with quality facilities with great hospitality. Thanks to Marina Bay Sands management and the staff.,50,1
162,"This is a beautiful place. It’s near natural garden, so relax and take a good photo. Room’s very clean and so amazing but bath room is very basic.Room service was expensive but quite good. The swimming pool is simply amazing. It’ very comfortable to travel another place because it’s near Restaurant, Department-store, Art Science Museum, Bar & Club.",50,1
163,the most excellent place in singapore. a place where I can truly get the service. Hotel work at a higher level. The view from the swimming pool is simply amazing. The price for the level of this hotel is low. especially pleased with the most delicious dinner from the chef!,30,1
164,Booked a room for my birthday celebration.  We had a really nice view by the garden.  Very romantic!  Service is excellent.  We didn’t have to go anywhere because shops are already within the hotel.  Highly recommendable!,50,1
165,"We loved staying here! We splurged for our 5-year anniversary since we are usually budget travellers. You must wake up early to take good pictures. We woke up around 6:30 am and took great pictures with good lighting and without many people! We had room service which was expensive but quite good. We just split 1 breakfast and it was enough for 2 people. You come here for the infinity pool and to take good pictures, so enjoy!",50,1
166,"From the checkin to the service provided at every turn this is top shelf experience.  Our room was amazing and everything in it exceeded our expectations. I sometimes felt like we were the only guests with the attention we received. The views of Singapore are unparalleled. The pool is even better than advertised and the food was amazing. The breakfast buffet at Rise had me anticipating waking up to eat each day. I would definitely stay here again. While the costs are not cheap, it is worth it.",50,1
167,"Fantastic panoramic views of Marina Bay, Gardens by the Bay and Supertree Grove, etc.from observation deck on 57th floor. Infinity Pool, world's largest rooftop infinity pool same deck. Also super views from our balcony on 45th floor.Best view in Singapore of ""Supertrees"" - supersized man-made trees 75 to 150 ft high.Excellent service, food, room service food, etc,(should be, hotel expensive, but first class and worth a visit).Many bars and restaurants of all ethnicities, loved Spago and Ce La Vi on the observation deck the best.Disappointing, business center not in hotel, but in convention center adjacent.",50,1
168,"We had a wonderful 4 day stay here. Our room was amazing, spacious, comfortable with balcony views of the beautiful Gardens by the Bay. The light show was fantastic at night. The infinity pool on the 57th floor was a must see and can get crowded.. I got up early one day to see the sun rise and others had the same idea but still quiet at that time of the morning.. Amazing to be swimming so high above with the skyscrapers around you.. Food and drinks at the restaurants and room service are pricey.",50,1
169,"The hotel met all our expectations. All the staff worked tirelessly as a team to ensure we were looked after during our stay. Our room was a Club City View located on the 49th floor, and it was awesome. The benefits of your Club55 package really enhanced our experience. The infinity pool was amazing, and the catering exquisite. Lots of photo's from outside also to remember it all by. Thank you MBS.",50,1
170,"My hubby and I are generally pretty budget travellers, but the one place we wanted to stay on our recent Singapore/Thailand holiday was Marina Bay Sands. We do not regret the decision! Yes, it's super expensive, but it's totally worth it to be able to swim in the world's most incredible infinity pool. If you aren't a guest, you can't use it. We were here 2 nights...the place is huge and glamorous. We found the staff really lovely, the room was great (lovely view of Gardens by the Bay too) and seriously I still cannot get over the pool! We had the best time!",50,1
171,"That’s just it. I probably would never be able to afford to stay here. I had the privilege of staying in the hotel thanks to a friend who was attending a trade fair. Her room had two double beds and had the fantastic view of the Marina Bay and the Singapore skyline.Immense. Imposing. Incredible. The sails of the Marina Bay Sands is indeed a sight to behold. The infinity pool at the Skypark and the Ce La Vie discotheque, ‘featured’ in the film, Crazy Rich Asians were among those that I sought to check out.No breakfast was taken in the hotel - in my case - despite the array of restaurants featuring celebrity chefs. I carefully guarded my purse and stayed stuck to an already very tight budget.Location is ideal to see the best of what Singapore has to offer for the first time visitor. Gardens by the Bay. Art Science Museum. Design Museum. Fullerton Place. Musicals at The Theatre in Marina Bay Sands. The MRT station is within the Marina Bay Sands Exhibition and Convention Centre so every other destination is just a short hop away via the MRT.I barely had any interaction with the hotel staff but for those that I interacted with, they were professional and courteous. It must be a mean feat to run a tight ship like Marina Bay Sands. Oh, people will talk about the infinity pool. It’s pretty shallow so hard to do any proper laps. Divided into two - one part welcomes kids. Another part is for adults only. I tried to do laps in the adult pool to keep warm as the water was icy cold. Beware though - you’d feel like an intruder doing laps as most are only in the pool for a photo op :0).The sauna and the warm pools were a welcome respite after some time I. The Skypark pool.Overall - great place to stay if you can splurge. Otherwise, this is just a novelty you can save for once-in-a-lifetime.",50,1
172,"We got room at Tower 3. facing Merlion statue and city view surrounding. Room quite standard, furniture, bed ,lamps lighting not belong to luxury one.  Bath room very basic. quite disappoint it doesn`t have shower handle. After all is clean and proper. Going up to the pool all the way long you have to que up n waiting the elevator. crowded with people going up and down. ",50,1
